ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_m2,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_ha,Urea_MT1_per_ha,Urea_MT2_per_ha,Urea_MT3_per_ha,NPK_MT1_per_ha,NPK_MT2_per_ha,NPK_MT3_per_ha,Organik_MT1_per_ha,Organik_MT2_per_ha,Organik_MT3_per_ha,Total_MT1,Total_MT2,Total_MT3,prop_Urea_MT1,prop_NPK_MT1,prop_Organik_MT1,prop_Urea_MT2,prop_NPK_MT2,prop_Organik_MT2,prop_Urea_MT3,prop_NPK_MT3,prop_Organik_MT3,delta_Urea_MT2_MT1,delta_Urea_MT3_MT2,delta_NPK_MT2_MT1,delta_NPK_MT3_MT2,delta_Organik_MT2_MT1,delta_Organik_MT3_MT2,Urea_avg,Urea_std,NPK_avg,NPK_std,Organik_avg,Organik_std,zscore_Urea_MT1,zscore_Urea_MT2,zscore_Urea_MT3,zscore_NPK_MT1,zscore_NPK_MT2,zscore_NPK_MT3,zscore_Organik_MT1,zscore_Organik_MT2,zscore_Organik_MT3,IQR_Label_MT1,IQR_Bounds_MT1,IQR_Label_MT2,IQR_Bounds_MT2,IQR_Label_MT3,IQR_Bounds_MT3,dev_Urea_MT1,dev_pct_Urea_MT1,dev_NPK_MT1,dev_pct_NPK_MT1,dev_Organik_MT1,dev_pct_Organik_MT1,dev_Urea_MT2,dev_pct_Urea_MT2,dev_NPK_MT2,dev_pct_NPK_MT2,dev_Organik_MT2,dev_pct_Organik_MT2,dev_Urea_MT3,dev_pct_Urea_MT3,dev_NPK_MT3,dev_pct_NPK_MT3,dev_Organik_MT3,dev_pct_Organik_MT3,Total_Pupuk_Semua_MT,Total_Pupuk_per_ha,Anomaly_Prediction,Anomaly_Label,Anomaly_Score,Anomaly_Severity,Cluster,Cluster_Label
P1249,SITOLUAMA,TANOPARBUE,JAGUNG,3000,60.0,84.0,0.0,75.0,105.0,125.0,125.0,175.0,0.0,0.3,200.0,250.0,416.6666666666667,280.0,350.0,583.3333333333334,0.0,416.6666666666667,0.0,144.0,305.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.2459016393442623,0.3442622950819672,0.4098360655737705,0.4166666666666667,0.5833333333333334,0.0,15.0,50.0,21.0,70.0,125.0,-125.0,86.66666666666667,34.03429642777023,121.33333333333333,47.648014998878324,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.6330779345604848,0.05676532266340907,-0.09640370030838333,-0.6652569333824551,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-40.0,-70.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,1830.0,1,Normal,0.13941206269675,Normal,1,Cluster 1
P1250,SITOLUAMA,TANOPARBUE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P1251,SITOLUAMA,TANOPARBUE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P1252,SITOLUAMA,TANOPARBUE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P1253,SITOLUAMA,TANOPARBUE,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1
P1254,SITOLUAMA,TANOPARBUE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P1255,SITOLUAMA,TANOPARBUE,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1
P1256,SITOLUAMA,TANOPARBUE,JAGUNG,2000,60.0,84.0,0.0,50.0,70.0,125.0,125.0,175.0,0.0,0.2,300.0,250.0,625.0,420.0,350.0,875.0,0.0,625.0,0.0,144.0,245.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.20408163265306123,0.2857142857142857,0.5102040816326531,0.4166666666666667,0.5833333333333334,0.0,-10.0,75.0,-14.0,105.0,125.0,-125.0,78.33333333333333,40.72263907623539,109.66666666666667,57.01169470672954,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.0685426543978662,0.05676532266340907,-0.09640370030838333,-1.1056984628301916,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1945.0,1,Normal,0.20124744586916732,Normal,0,Cluster 0
P1257,SITOLUAMA,TANOPARBUE,JAGUNG,1000,60.0,84.0,0.0,25.0,35.0,125.0,125.0,175.0,0.0,0.1,600.0,250.0,1250.0,840.0,350.0,1750.0,0.0,1250.0,0.0,144.0,185.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.13513513513513514,0.1891891891891892,0.6756756756756757,0.4166666666666667,0.5833333333333334,0.0,-35.0,100.0,-49.0,140.0,125.0,-125.0,70.0,50.7444578254611,98.0,71.04224095564554,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.5040073742352478,0.05676532266340907,-0.09640370030838333,-1.546139992277928,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-80.0,-140.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,2290.0,1,Normal,0.4814184765907541,Anomali Ringan,0,Cluster 0
P1258,SITOLUAMA,TANOPARBUE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P1259,SITOLUAMA,TANOPARBUE,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1
P1260,SITOLUAMA,TANOPARBUE,JAGUNG,10000,60.0,84.0,0.0,250.0,350.0,125.0,125.0,175.0,0.0,1.0,60.0,250.0,125.0,84.0,350.0,175.0,0.0,125.0,0.0,144.0,725.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3448275862068966,0.4827586206896552,0.1724137931034483,0.4166666666666667,0.5833333333333334,0.0,190.0,-125.0,266.0,-175.0,125.0,-125.0,145.0,96.56603957913983,203.0,135.19245541079576,41.666666666666664,72.16878364870323,-0.09784549995733421,2.4151751043011855,0.05676532266340907,-0.09640370030838333,2.4178337727517003,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Over,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,125.0,100.0,175.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.0,1669.0,1,Normal,0.44822623413264484,Anomali Ringan,2,Cluster 2
P1261,SITOLUAMA,TANOPARBUE,JAGUNG,3000,60.0,84.0,0.0,75.0,105.0,125.0,125.0,175.0,0.0,0.3,200.0,250.0,416.6666666666667,280.0,350.0,583.3333333333334,0.0,416.6666666666667,0.0,144.0,305.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.2459016393442623,0.3442622950819672,0.4098360655737705,0.4166666666666667,0.5833333333333334,0.0,15.0,50.0,21.0,70.0,125.0,-125.0,86.66666666666667,34.03429642777023,121.33333333333333,47.648014998878324,41.666666666666664,72.16878364870323,-0.09784549995733421,-0.6330779345604848,0.05676532266340907,-0.09640370030838333,-0.6652569333824551,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-40.0,-70.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,1830.0,1,Normal,0.13941206269675,Normal,1,Cluster 1
P1262,SITOLUAMA,TANOPARBUE,JAGUNG,6000,60.0,84.0,0.0,150.0,210.0,125.0,125.0,175.0,0.0,0.6,100.0,250.0,208.33333333333334,140.0,350.0,291.6666666666667,0.0,208.33333333333334,0.0,144.0,485.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.30927835051546393,0.4329896907216495,0.25773195876288657,0.4166666666666667,0.5833333333333334,0.0,90.0,-25.0,126.0,-35.0,125.0,-125.0,111.66666666666667,46.45786621588784,156.33333333333334,65.04101270224298,41.666666666666664,72.16878364870323,-0.09784549995733421,0.6733162249516597,0.05676532266340907,-0.09640370030838333,0.6560676549607544,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,1715.0,1,Normal,0.12742743114730892,Normal,1,Cluster 1
P1263,SITOLUAMA,TANOPARBUE,JAGUNG,6000,60.0,84.0,0.0,150.0,210.0,125.0,125.0,175.0,0.0,0.6,100.0,250.0,208.33333333333334,140.0,350.0,291.6666666666667,0.0,208.33333333333334,0.0,144.0,485.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.30927835051546393,0.4329896907216495,0.25773195876288657,0.4166666666666667,0.5833333333333334,0.0,90.0,-25.0,126.0,-35.0,125.0,-125.0,111.66666666666667,46.45786621588784,156.33333333333334,65.04101270224298,41.666666666666664,72.16878364870323,-0.09784549995733421,0.6733162249516597,0.05676532266340907,-0.09640370030838333,0.6560676549607544,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,1715.0,1,Normal,0.12742743114730892,Normal,1,Cluster 1
P1264,SITOLUAMA,TANOPARBUE,JAGUNG,6000,60.0,84.0,0.0,150.0,210.0,125.0,125.0,175.0,0.0,0.6,100.0,250.0,208.33333333333334,140.0,350.0,291.6666666666667,0.0,208.33333333333334,0.0,144.0,485.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.30927835051546393,0.4329896907216495,0.25773195876288657,0.4166666666666667,0.5833333333333334,0.0,90.0,-25.0,126.0,-35.0,125.0,-125.0,111.66666666666667,46.45786621588784,156.33333333333334,65.04101270224298,41.666666666666664,72.16878364870323,-0.09784549995733421,0.6733162249516597,0.05676532266340907,-0.09640370030838333,0.6560676549607544,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,1715.0,1,Normal,0.12742743114730892,Normal,1,Cluster 1
P1265,SITOLUAMA,TANOPARBUE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P1266,SITOLUAMA,TANOPARBUE,JAGUNG,1000,60.0,84.0,0.0,25.0,35.0,125.0,125.0,175.0,0.0,0.1,600.0,250.0,1250.0,840.0,350.0,1750.0,0.0,1250.0,0.0,144.0,185.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.13513513513513514,0.1891891891891892,0.6756756756756757,0.4166666666666667,0.5833333333333334,0.0,-35.0,100.0,-49.0,140.0,125.0,-125.0,70.0,50.7444578254611,98.0,71.04224095564554,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.5040073742352478,0.05676532266340907,-0.09640370030838333,-1.546139992277928,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-80.0,-140.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,2290.0,1,Normal,0.4814184765907541,Anomali Ringan,0,Cluster 0
P1267,SITOLUAMA,TANOPARBUE,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1
P1268,SITOLUAMA,TANOPARBUE,JAGUNG,9000,60.0,84.0,0.0,225.0,315.0,125.0,125.0,175.0,0.0,0.9,66.66666666666667,250.0,138.88888888888889,93.33333333333333,350.0,194.44444444444443,0.0,138.88888888888889,0.0,144.0,665.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3383458646616541,0.47368421052631576,0.18796992481203006,0.4166666666666667,0.5833333333333334,0.0,165.0,-100.0,231.0,-140.0,125.0,-125.0,136.66666666666666,83.11638426527789,191.33333333333334,116.36293797138904,41.666666666666664,72.16878364870323,-0.09784549995733421,1.979710384463804,0.05676532266340907,-0.09640370030838333,1.977392243303964,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Over,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,140.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.0,1676.6666666666665,1,Normal,0.4193588559791357,Anomali Ringan,2,Cluster 2
P1269,SITOLUAMA,TANOPARBUE,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1
P1270,SITOLUAMA,TANOPARBUE,JAGUNG,9000,60.0,84.0,0.0,225.0,315.0,125.0,125.0,175.0,0.0,0.9,66.66666666666667,250.0,138.88888888888889,93.33333333333333,350.0,194.44444444444443,0.0,138.88888888888889,0.0,144.0,665.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3383458646616541,0.47368421052631576,0.18796992481203006,0.4166666666666667,0.5833333333333334,0.0,165.0,-100.0,231.0,-140.0,125.0,-125.0,136.66666666666666,83.11638426527789,191.33333333333334,116.36293797138904,41.666666666666664,72.16878364870323,-0.09784549995733421,1.979710384463804,0.05676532266340907,-0.09640370030838333,1.977392243303964,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Over,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,140.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.0,1676.6666666666665,1,Normal,0.4193588559791357,Anomali Ringan,2,Cluster 2
P1271,SITOLUAMA,TANOPARBUE,JAGUNG,1000,60.0,84.0,0.0,25.0,35.0,125.0,125.0,175.0,0.0,0.1,600.0,250.0,1250.0,840.0,350.0,1750.0,0.0,1250.0,0.0,144.0,185.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.13513513513513514,0.1891891891891892,0.6756756756756757,0.4166666666666667,0.5833333333333334,0.0,-35.0,100.0,-49.0,140.0,125.0,-125.0,70.0,50.7444578254611,98.0,71.04224095564554,41.666666666666664,72.16878364870323,-0.09784549995733421,-1.5040073742352478,0.05676532266340907,-0.09640370030838333,-1.546139992277928,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-80.0,-140.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,2290.0,1,Normal,0.4814184765907541,Anomali Ringan,0,Cluster 0
P1272,SITOLUAMA,TANOPARBUE,JAGUNG,5000,60.0,84.0,0.0,125.0,175.0,125.0,125.0,175.0,0.0,0.5,120.0,250.0,250.0,168.0,350.0,350.0,0.0,250.0,0.0,144.0,425.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,0.0,91.0,0.0,125.0,-125.0,103.33333333333333,37.52776749732568,144.66666666666666,52.53887449625594,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,0.05676532266340907,-0.09640370030838333,0.21562612551301794,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,1738.0,1,Normal,0.0,Normal,1,Cluster 1
P1273,SITOLUAMA,TANOPARBUE,JAGUNG,7000,60.0,84.0,0.0,175.0,245.0,125.0,125.0,175.0,0.0,0.7,85.71428571428572,250.00000000000003,178.57142857142858,120.00000000000001,350.0,250.00000000000003,0.0,178.57142857142858,0.0,144.0,545.0,300.0,0.4166666666666667,0.5833333333333334,0.0,0.3211009174311927,0.44954128440366975,0.22935779816513763,0.4166666666666667,0.5833333333333334,0.0,115.0,-50.0,161.0,-70.0,125.0,-125.0,120.0,57.66281297335398,168.0,80.72793816269557,41.666666666666664,72.16878364870323,-0.09784549995733421,1.108780944789041,0.05676532266340907,-0.09640370030838333,1.0965091844084909,0.056713865220682357,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Normal,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1698.5714285714287,1,Normal,0.1620112859635776,Normal,1,Cluster 1
P1274,SITOLUAMA,JIOR-JIOR,PADI,5000,125.0,150.0,1000.0,101.5,121.5,500.0,125.0,150.0,500.0,0.5,250.0,203.0,250.0,300.0,243.0,300.0,2000.0,1000.0,1000.0,1275.0,723.0,775.0,0.09803921568627451,0.11764705882352941,0.7843137254901961,0.14038727524204703,0.16804979253112035,0.6915629322268326,0.16129032258064516,0.1935483870967742,0.6451612903225806,-23.5,23.5,-28.5,28.5,-500.0,0.0,117.16666666666667,13.567731325956206,140.5,16.454482671904334,666.6666666666666,288.6751345948129,-0.3206136418965637,-0.09596909872960657,0.0014019711128900937,-0.385464745908651,-0.09772855766122403,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Normal,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2773.0,5546.0,1,Normal,0.09938650464964394,Normal,1,Cluster 1
